monotonic,timestamp,url,flag,prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8
929840984,1190146243.342,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929840986,1190146243.365,http://upload.wikimedia.org/wikipedia/commons/d/de/Wbs.png,-,http://upload.wikimedia.org,wikipedia,commons,d,de,Wbs.png,,
929840989,1190146243.356,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Portal.svg/28px-Portal.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,c9,Portal.svg,28px-Portal.svg.png
929840988,1190146243.363,http://en.wikipedia.org/skins-1.5/common/shared.css?99,-,http://en.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929840990,1190146243.37,http://en.wikipedia.org/wiki/Miles_%22Tails%22_Prower,-,http://en.wikipedia.org,wiki,Miles_%22Tails%22_Prower,,,,,
929840992,1190146243.344,http://en.wikipedia.org/wiki/Spirulina_(dietary_supplement),-,http://en.wikipedia.org,wiki,Spirulina_(dietary_supplement),,,,,
929840991,1190146243.348,http://en.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929840993,1190146243.339,http://fr.wikipedia.org/skins-1.5/monobook/IE70Fixes.css?99,-,http://fr.wikipedia.org,skins-1.5,monobook,IE70Fixes.css?99,,,,
929840996,1190146243.349,http://en.wikipedia.org/skins-1.5/common/shared.css?99,-,http://en.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929840994,1190146243.373,http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Eagleburger_in_color.jpg/75px-Eagleburger_in_color.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,01,Eagleburger_in_color.jpg,75px-Eagleburger_in_color.jpg
929840995,1190146243.35,http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Icons-mini-file_acrobat.gif/15px-Icons-mini-file_acrobat.gif,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,23,Icons-mini-file_acrobat.gif,15px-Icons-mini-file_acrobat.gif
929840997,1190146243.367,http://es.wikipedia.org/skins-1.5/common/images/button_bold.png,-,http://es.wikipedia.org,skins-1.5,common,images,button_bold.png,,,
929840998,1190146243.365,http://upload.wikimedia.org/wikipedia/en/thumb/8/82/Oxford_Series_IV_front.jpg/120px-Oxford_Series_IV_front.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,8,82,Oxford_Series_IV_front.jpg,120px-Oxford_Series_IV_front.jpg
929841000,1190146243.381,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikiquote-logo.svg/35px-Wikiquote-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,fa,Wikiquote-logo.svg,35px-Wikiquote-logo.svg.png
929840999,1190146243.348,http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Flag_of_South_Africa.svg/50px-Flag_of_South_Africa.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,af,Flag_of_South_Africa.svg,50px-Flag_of_South_Africa.svg.png
929841001,1190146243.346,http://pl.wikipedia.org/wiki/Pieni%C4%85dze_brytyjskie,-,http://pl.wikipedia.org,wiki,Pieni%C4%85dze_brytyjskie,,,,,
929841004,1190146243.345,http://fr.wikipedia.org/wiki/Jon_Voight,-,http://fr.wikipedia.org,wiki,Jon_Voight,,,,,
929841002,1190146243.351,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,5f,Disambig_gray.svg,30px-Disambig_gray.svg.png
929841003,1190146243.376,http://es.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,-,http://es.wikipedia.org,wiki,Wolfgang_Amadeus_Mozart,,,,,
929841006,1190146243.351,http://upload.wikimedia.org/wikipedia/it/b/bc/Wiki.png,-,http://upload.wikimedia.org,wikipedia,it,b,bc,Wiki.png,,
929841005,1190146243.368,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Deftones_live.jpg/220px-Deftones_live.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,ae,Deftones_live.jpg,220px-Deftones_live.jpg
929841008,1190146243.378,http://en.wikipedia.org/images/wiki-en.png,-,http://en.wikipedia.org,images,wiki-en.png,,,,,
929841007,1190146243.37,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Wikibooks-logo-en.svg/50px-Wikibooks-logo-en.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,7,7c,Wikibooks-logo-en.svg,50px-Wikibooks-logo-en.svg.png
929841009,1190146243.368,http://en.wikipedia.org/skins-1.5/common/images/poweredby_mediawiki_88x31.png,-,http://en.wikipedia.org,skins-1.5,common,images,poweredby_mediawiki_88x31.png,,,
929841010,1190146243.364,http://en.wikipedia.org/skins-1.5/common/commonPrint.css?99,-,http://en.wikipedia.org,skins-1.5,common,commonPrint.css?99,,,,
929841011,1190146243.348,http://pt.wikipedia.org/skins-1.5/common/IEFixes.js?99,-,http://pt.wikipedia.org,skins-1.5,common,IEFixes.js?99,,,,
929841012,1190146243.384,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Cherokeenationalflag.png/200px-Cherokeenationalflag.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,c6,Cherokeenationalflag.png,200px-Cherokeenationalflag.png
929841013,1190146243.351,http://en.wikibooks.org/images/wikimedia-button.png,-,http://en.wikibooks.org,images,wikimedia-button.png,,,,,
929841016,1190146243.381,http://es.wikipedia.org/skins-1.5/monobook/bullet.gif,-,http://es.wikipedia.org,skins-1.5,monobook,bullet.gif,,,,
929841015,1190146243.348,http://it.wikipedia.org/skins-1.5/common/IEFixes.js?99,-,http://it.wikipedia.org,skins-1.5,common,IEFixes.js?99,,,,
929841014,1190146243.351,http://upload.wikimedia.org/wikipedia/commons/thumb/7/74/SC06_1964_Ferrari_250_GT_Lusso_Berlinetta.jpg/250px-SC06_1964_Ferrari_250_GT_Lusso_Berlinetta.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,7,74,SC06_1964_Ferrari_250_GT_Lusso_Berlinetta.jpg,250px-SC06_1964_Ferrari_250_GT_Lusso_Berlinetta.jpg
929841018,1190146243.356,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Deutschland_Lage_von_Bayern.svg/250px-Deutschland_Lage_von_Bayern.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,2f,Deutschland_Lage_von_Bayern.svg,250px-Deutschland_Lage_von_Bayern.svg.png
929841017,1190146243.374,http://en.wikipedia.org/skins-1.5/common/shared.css?99,-,http://en.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929841019,1190146243.372,http://en.wikipedia.org/wiki/Inktomi,-,http://en.wikipedia.org,wiki,Inktomi,,,,,
929841020,1190146243.355,http://upload.wikimedia.org/math/a/8/6/a86138e24c266f0bc1da625e750511e1.png,-,http://upload.wikimedia.org,math,a,8,6,a86138e24c266f0bc1da625e750511e1.png,,
929841021,1190146243.365,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841022,1190146243.353,http://de.wikipedia.org/skins-1.5/common/images/button_italic.png,-,http://de.wikipedia.org,skins-1.5,common,images,button_italic.png,,,
929841023,1190146243.378,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Flag_of_Louisiana.svg/25px-Flag_of_Louisiana.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,e,e0,Flag_of_Louisiana.svg,25px-Flag_of_Louisiana.svg.png
929841024,1190146243.374,http://en.wikipedia.org/wiki/Bratz,-,http://en.wikipedia.org,wiki,Bratz,,,,,
929841025,1190146243.362,http://en.wikipedia.org/skins-1.5/monobook/external.png,-,http://en.wikipedia.org,skins-1.5,monobook,external.png,,,,
929841026,1190146243.378,http://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Map_california_central_valley.jpg/250px-Map_california_central_valley.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,94,Map_california_central_valley.jpg,250px-Map_california_central_valley.jpg
929841027,1190146243.39,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Commons-logo.svg/35px-Commons-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,4a,Commons-logo.svg,35px-Commons-logo.svg.png
929841028,1190146243.378,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikibooks-logo.svg/35px-Wikibooks-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,fa,Wikibooks-logo.svg,35px-Wikibooks-logo.svg.png
929841029,1190146243.377,http://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Flag_of_Luxembourg.svg/25px-Flag_of_Luxembourg.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,d,da,Flag_of_Luxembourg.svg,25px-Flag_of_Luxembourg.svg.png
929841030,1190146243.375,http://upload.wikimedia.org/wikipedia/pt/b/bc/Wiki.png,-,http://upload.wikimedia.org,wikipedia,pt,b,bc,Wiki.png,,
929841031,1190146243.358,http://upload.wikimedia.org/wikipedia/fr/b/bc/Wiki.png,-,http://upload.wikimedia.org,wikipedia,fr,b,bc,Wiki.png,,
929841032,1190146243.357,http://es.wikipedia.org/wiki/Imagen:Series_of_an_ejaculating_penis.JPG,-,http://es.wikipedia.org,wiki,Imagen:Series_of_an_ejaculating_penis.JPG,,,,,
929841037,1190146243.354,http://pl.wikipedia.org/skins-1.5/monobook/headbg.jpg,-,http://pl.wikipedia.org,skins-1.5,monobook,headbg.jpg,,,,
929841033,1190146243.356,http://upload.wikimedia.org/wikipedia/en/1/18/Monobook-bullet.png,-,http://upload.wikimedia.org,wikipedia,en,1,18,Monobook-bullet.png,,
929841035,1190146243.392,http://es.wikipedia.org/images/wikimedia-button.png,-,http://es.wikipedia.org,images,wikimedia-button.png,,,,,
929841038,1190146243.5,http://upload.wikimedia.org/wikipedia/en/thumb/6/61/PeiperSS.jpg/200px-PeiperSS.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,6,61,PeiperSS.jpg,200px-PeiperSS.jpg
929841034,1190146243.356,http://upload.wikimedia.org/wikipedia/en/thumb/5/51/Vlcsnap-5522132.png/230px-Vlcsnap-5522132.png,-,http://upload.wikimedia.org,wikipedia,en,thumb,5,51,Vlcsnap-5522132.png,230px-Vlcsnap-5522132.png
929841036,1190146243.361,http://upload.wikimedia.org/math/5/7/a/57a7da04466506abe49d195776112785.png,-,http://upload.wikimedia.org,math,5,7,a,57a7da04466506abe49d195776112785.png,,
929841039,1190146243.348,http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Wikinews-logo.svg/35px-Wikinews-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,24,Wikinews-logo.svg,35px-Wikinews-logo.svg.png
929841040,1190146243.362,http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/22px-Flag_of_Yemen.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,89,Flag_of_Yemen.svg,22px-Flag_of_Yemen.svg.png
929841042,1190146243.375,http://www.wikipedia.org/,-,http://www.wikipedia.org,,,,,,,
929841041,1190146243.39,http://en.wikipedia.org/skins-1.5/common/images/magnify-clip.png,-,http://en.wikipedia.org,skins-1.5,common,images,magnify-clip.png,,,
929841044,1190146243.349,http://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/18px-Commons-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,en,thumb,4,4a,Commons-logo.svg,18px-Commons-logo.svg.png
929841046,1190146243.364,http://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Spain_traffic_signal_p8.svg/72px-Spain_traffic_signal_p8.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,3,37,Spain_traffic_signal_p8.svg,72px-Spain_traffic_signal_p8.svg.png
929841043,1190146243.383,http://en.wikipedia.org/skins-1.5/monobook/IE60Fixes.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,IE60Fixes.css?99,,,,
929841045,1190146243.38,http://en.wikipedia.org/skins-1.5/common/IEFixes.js?99,-,http://en.wikipedia.org,skins-1.5,common,IEFixes.js?99,,,,
929841047,1190146243.38,http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/%E6%9B%B8.svg/50px-%E6%9B%B8.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,86,%E6%9B%B8.svg,50px-%E6%9B%B8.svg.png
929841048,1190146243.382,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/22px-Flag_of_Iraq.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,f6,Flag_of_Iraq.svg,22px-Flag_of_Iraq.svg.png
929841051,1190146243.377,http://en.wikipedia.org/images/wikimedia-button.png,-,http://en.wikipedia.org,images,wikimedia-button.png,,,,,
929841049,1190146243.381,http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Apache_Wickiup%2C_Edward_Curtis%2C_1903.jpg/300px-Apache_Wickiup%2C_Edward_Curtis%2C_1903.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,54,Apache_Wickiup%2C_Edward_Curtis%2C_1903.jpg,300px-Apache_Wickiup%2C_Edward_Curtis%2C_1903.jpg
929841050,1190146243.363,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/LGBridge.jpg/300px-LGBridge.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,4a,LGBridge.jpg,300px-LGBridge.jpg
929841052,1190146243.393,http://es.wikipedia.org/skins-1.5/common/commonPrint.css?99,-,http://es.wikipedia.org,skins-1.5,common,commonPrint.css?99,,,,
929841053,1190146243.364,http://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Flammulina_velutipes.JPG/200px-Flammulina_velutipes.JPG,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,aa,Flammulina_velutipes.JPG,200px-Flammulina_velutipes.JPG
929841055,1190146243.375,http://en.wikipedia.org/skins-1.5/common/shared.css?99,-,http://en.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929841056,1190146243.359,http://en.wikipedia.org/skins-1.5/monobook/user.gif,-,http://en.wikipedia.org,skins-1.5,monobook,user.gif,,,,
929841057,1190146243.398,http://es.wikipedia.org/skins-1.5/monobook/IE60Fixes.css?99,-,http://es.wikipedia.org,skins-1.5,monobook,IE60Fixes.css?99,,,,
929841054,1190146243.361,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wikisource-logo.svg/26px-Wikisource-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,4c,Wikisource-logo.svg,26px-Wikisource-logo.svg.png
929841059,1190146243.369,http://en.wikipedia.org/skins-1.5/common/ajax.js?99,-,http://en.wikipedia.org,skins-1.5,common,ajax.js?99,,,,
929841058,1190146243.369,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Mandragora_Tacuinum_Sanitatis.jpg/125px-Mandragora_Tacuinum_Sanitatis.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,c1,Mandragora_Tacuinum_Sanitatis.jpg,125px-Mandragora_Tacuinum_Sanitatis.jpg
929841060,1190146243.37,http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Disambig.svg/20px-Disambig.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,7,72,Disambig.svg,20px-Disambig.svg.png
929841061,1190146243.388,http://upload.wikimedia.org/wikipedia/en/1/18/Monobook-bullet.png,-,http://upload.wikimedia.org,wikipedia,en,1,18,Monobook-bullet.png,,
929841062,1190146243.393,http://en.wikipedia.org/images/wiki-en.png,-,http://en.wikipedia.org,images,wiki-en.png,,,,,
929841063,1190146243.365,http://pl.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://pl.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841064,1190146243.376,http://upload.wikimedia.org/wikipedia/commons/thumb/9/96/ARS_cucumber.jpg/250px-ARS_cucumber.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,96,ARS_cucumber.jpg,250px-ARS_cucumber.jpg
929841065,1190146243.376,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikibooks-logo.svg/25px-Wikibooks-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,fa,Wikibooks-logo.svg,25px-Wikibooks-logo.svg.png
929841066,1190146243.402,http://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Coat_of_arms_of_Saudi_Arabia.png/125px-Coat_of_arms_of_Saudi_Arabia.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,3,36,Coat_of_arms_of_Saudi_Arabia.png,125px-Coat_of_arms_of_Saudi_Arabia.png
929841067,1190146243.397,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929841070,1190146243.399,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/600px_Colo_Colo.png/20px-600px_Colo_Colo.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,d,d9,600px_Colo_Colo.png,20px-600px_Colo_Colo.png
929841068,1190146243.391,http://upload.wikimedia.org/wikipedia/commons/thumb/5/52/A380-trent900.JPG/180px-A380-trent900.JPG,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,52,A380-trent900.JPG,180px-A380-trent900.JPG
929841069,1190146243.387,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841072,1190146243.394,http://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Unbalanced_scales.svg/40px-Unbalanced_scales.svg.png,-,http://upload.wikimedia.org,wikipedia,en,thumb,f,fe,Unbalanced_scales.svg,40px-Unbalanced_scales.svg.png
929841071,1190146243.368,http://pl.wikipedia.org/skins-1.5/monobook/user.gif,-,http://pl.wikipedia.org,skins-1.5,monobook,user.gif,,,,
929841075,1190146243.371,http://upload.wikimedia.org/wikipedia/de/b/bc/Wiki.png,-,http://upload.wikimedia.org,wikipedia,de,b,bc,Wiki.png,,
929841073,1190146243.391,http://en.wikipedia.org/wiki/Jewish_holiday,-,http://en.wikipedia.org,wiki,Jewish_holiday,,,,,
929841076,1190146243.396,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/22px-Flag_of_Panama.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,ab,Flag_of_Panama.svg,22px-Flag_of_Panama.svg.png
929841074,1190146243.388,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929841078,1190146243.398,http://es.wikipedia.org/skins-1.5/monobook/user.gif,-,http://es.wikipedia.org,skins-1.5,monobook,user.gif,,,,
929841079,1190146243.389,http://pt.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://pt.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929841077,1190146243.391,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Europe_location_CHE.png/330px-Europe_location_CHE.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,8b,Europe_location_CHE.png,330px-Europe_location_CHE.png
929841080,1190146243.37,http://upload.wikimedia.org/wikipedia/en/thumb/4/46/Plano_stone_church13.jpg/100px-Plano_stone_church13.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,4,46,Plano_stone_church13.jpg,100px-Plano_stone_church13.jpg
929841081,1190146243.388,http://en.wikipedia.org/skins-1.5/common/commonPrint.css?97,-,http://en.wikipedia.org,skins-1.5,common,commonPrint.css?97,,,,
929841082,1190146243.375,http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Romania_flag_1947-1989.png/20px-Romania_flag_1947-1989.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,ff,Romania_flag_1947-1989.png,20px-Romania_flag_1947-1989.png
929841083,1190146243.391,http://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flyfishing.jpg/350px-Flyfishing.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,06,Flyfishing.jpg,350px-Flyfishing.jpg
929841084,1190146243.395,http://upload.wikimedia.org/wikipedia/commons/5/5d/Checker-16x16.png,-,http://upload.wikimedia.org,wikipedia,commons,5,5d,Checker-16x16.png,,
929841085,1190146243.372,http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Qsicon_lesenswert.svg/15px-Qsicon_lesenswert.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,43,Qsicon_lesenswert.svg,15px-Qsicon_lesenswert.svg.png
929841088,1190146243.367,http://pl.wikipedia.org/skins-1.5/monobook/user.gif,-,http://pl.wikipedia.org,skins-1.5,monobook,user.gif,,,,
929841087,1190146243.39,http://en.wikipedia.org/wiki/The_Pianist_(2002_film),-,http://en.wikipedia.org,wiki,The_Pianist_(2002_film),,,,,
929841086,1190146243.377,http://de.wikipedia.org/w/index.php?title=MediaWiki:SpezialSuche.js&action=raw&ctype=text/javascript&dontcountme=s&smaxage=3600,-,http://de.wikipedia.org,w,index.php?title=MediaWiki:SpezialSuche.js&action=raw&ctype=text,javascript&dontcountme=s&smaxage=3600,,,,
